"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2006 SRB to HRV","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5304.85058674679,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0952211923007592,1.7056799,0,0.049383565,4311159,1.18100530019886e-05,2077.83853653498,2500,9,18.3,75.8368293,0.481640585,0.45517,1134.1,933,-201.1,0.905400009,0.12264310040739,1.69306088,0.001694336,1.719159279,0.371092092282376,425.510181585587,0,1.333333333,1.06557377,0.9676745,1.016482725,1.008304589,1.223877965,1.026795284,2.138239682,1.07830789,1.007453376,-0.0296640574555785,4.573930297
"2006 SRB to HUN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5298.11355744242,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0951147111150702,1.7056799,0,0.039477697,10071370,1.14895608641128e-05,100,2500,14,24.9,73.097561,0.47443454,0.33105,1310,990,-320,0.926100006,0.103277102,1.73036928,0.011600204,0.735904748,0.381443410266673,-100,0,0.857142857,0.78313253,1.003937271,1.03192178,1.386346473,1.059541985,0.967676768,1.34375,1.054205773,0.985731728,-0.0295142793906887,33.01595114
"2006 SRB to ISL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5342.64371145107,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0958185263106912,1.7056799,0,0.063169931,303782,5.74929342423185e-05,100,2500,5,12.5,81.1585366,0.501970126,0.06841,630,1450,820,1.04669998,0.160469799,0,-0.012092029,24.39765687,0.0762287981337332,-100,0,2.4,1.56,0.90422239,0.975315679,6.708814501,2.203174603,0.660689655,-0.524390244,0.932740988,1.11122674122312,-0.0305042766128083,2.11830990199999
"2006 SRB to IRL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5370.06945128436,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0962520000516997,1.7056799,0,0.04980502,4273591,5.4329161868789e-05,400,2500,6,10.9,79.2414634,0.499027447,0.39262,670,1530,860,0.853399963,0.135489998,1.46550658,0.001272881,1.734271951,0.080667861010965,-400,0,2,1.788990826,0.926098065,0.981066948,1.16894198,2.071641791,0.626143791,-0.5,1.144012205,1.163884164,-0.0311140074088047,5.639831458
"2006 SRB to ITA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5244.46203776524,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0942667294348445,1.7056799,0,0.017906397,58143979,3.35297265947348e-05,700,2500,2,6.7,81.2829268,0.485345625,0.32144,960,960,0,1.12639999,0.094687405,1.06759829,0.033171505,0.127469243,0.130708410821396,-700,0,6,2.910447761,0.902838625,1.008723082,1.427793678,1.445833333,0.997916667,-0.359824542950285,0.866743592,1.597679498,-0.0283214953856617,36.71287416
"2006 SRB to LIE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5288.36646443959,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0949606547835517,1.7056799,0,0.086449686,34975,0.000114374246547534,1937.77017435201,3555.33427370151,29.6254553939086,12.0478504520937,80.9487805,0.491888238490208,0.85316,630,1030,400,1.016,0.121709171008717,5.21434703565196,-0.035371784,211.9104789,0.0383182176999285,629.663559021457,2500,1,1,0.906565429,1,0.537941301,2.203174603,0.930097087,-1.075,0.96092517,1,-0.0292975813978036,3.46755187700001
"2006 SRB to MKD","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5419.27954689105,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0970297834175338,1.7056799,0,0.051370252,2040228,3.36296841921589e-06,3050.1606738631,4400,10,9.7,73.895122,0.499717905,0.42617,910,1110,200,0.848199997,0.129126222040846,2.22961982,-0.00029235,3.632716049,1.30319905873381,-991.675292689505,-1900,1.2,2.010309278,0.993101627,0.979711413,1.076917662,1.525274725,0.863063063,-2.15,1.151025674,0.765009301,-0.0322080493908155,25.66258238
"2006 SRB to MLT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5303.19580071867,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0951950378088644,1.7056799,0,0.025101423,405308,1.67238776806774e-05,400,2500,8,6.8,79.4390244,0.495862969,0.06216,790,930,140,1.1207,0.122549346351737,0,0.025976478,18.28626378,0.2620574822511,-400,0,1.5,2.867647059,0.923794904,0.987327882,7.383365508,1.756962025,1.030107527,-3.071428571,0.871151935,1.12956463586533,-0.0296272681471309,0.566681630000005
"2006 SRB to MNE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5409.70937551639,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0968785233963607,1.7056799,0,0.08566418,615025,4.42567887321654e-06,2968.84131664898,3100,9,22.3,73.8390244,0.492334061,0.37197,970,1230,260,1.97639999,0.12858401152878,6.87395802920688,-0.034586279,12.05084184,0.990270058904761,-873.150158480453,-600,1.333333333,0.874439462,0.993856115,0.994404761,1.233836062,1.430927835,0.778861789,-1.653846154,0.49397894,1,-0.0319952847308439,0.0809545189999881
"2006 SRB to NLD","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5302.79486476063,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0951887008709844,1.7056799,0,0.03460989,16346101,4.49009381442094e-05,0,2500,9,9.6,79.697561,0.496016962,0.16364,830,1130,300,0.876999969,0.119710798,0.7785845,0.016468012,0.453415099,0.0976063632434123,0,0,1.333333333,2.03125,0.92079814,0.987021355,2.804632119,1.672289157,0.847787611,-1.433333333,1.113226918,2.190744743,-0.0296183545133575,46.19804525
"2006 SRB to NOR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5292.56773996217,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0950270574632551,1.7056799,0,0.023998284,4660677,7.41483200831124e-05,100,2500,4,12.8,80.3439024,0.496682421,0.2205,890,1260,370,0.949100037,0.157071104,0.70618658,0.027079617,1.590234423,0.0591060899769711,-100,0,3,1.5234375,0.913390608,0.985698937,2.081405896,1.559550562,0.76031746,-1.162162162,1.028658661,2.415338875,-0.0293909844229962,52.28312656
"2006 SRB to NZL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2006,0.051077901,7411569,4.38261727847369e-06,5369.96832200055,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0962504016667795,1.7056799,0,0.028810623,4184600,2.66545931988721e-05,2631.15489491212,2500,11,13.1,80.0487805,0.489976784,0.136,675,1414,739,0.769000015,0.151633701,1.17060156,0.022267278,1.771153515,0.164422591099952,-380.963183225043,0,1.090909091,1.488549618,0.916758075,0.99918884,3.374632353,2.056296296,0.677510608,-0.581867388,1.269570811,1.457096896,-0.0311117590961214,0.0674620989999966
"2006 SRB to POL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5316.82811998584,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0954105015472097,1.7056799,0,0.061311381,38141267,9.03541046761766e-06,600,2500,4,17.1,75.1439024,0.483932515,0.38659,970,980,9.99999999999994,0.811800003,0.127101803,5.60361803648889,-0.010233479,0.194318899,0.485049051637523,-600,0,3,1.140350877,0.976597749,1.011668609,1.187175043,1.430927835,0.97755102,-43,1.20263608,1,-0.0299303427379561,0.269848394999983
"2006 SRB to ROU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5406.32083282626,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0968249662531302,1.7056799,0,0.080288111,21193760,5.75749642819396e-06,6600,2500,32,12.9,72.1634146,0.48695046,0.46695,1220,1040,-180,0.895899963,0.127196198,1.68124119,-0.029210209,0.349705243,0.761201910089323,-6600,0,0.375,1.511627907,1.016933114,1.005398648,0.982867545,1.137704918,0.921153846,2.388888889,1.089742174,1.014536112,-0.031919950433783,5.262043705
"2006 SRB to SRB","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5323.78634490586,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0955204788096351,1.7056799,0,0.051077901,7411569,4.38261727847369e-06,2238.73886125997,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.123715930425352,1.7056799,0,1,1,190.993662571631,0,1,1,1,1,1,1,1,1,1,1,-0.0300850384378712,4217.595492
"2006 SRB to ESP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5299.72695105455,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0951402113848538,1.7056799,0,0.041027271,44397319,2.83890785837766e-05,800,2500,4,7.5,80.8219512,0.493744031,0.22498,830,1080,250,0.961699982,0.108878298,1.06419699,0.01005063,0.16693731,0.154376876499902,-800,0,3,2.6,0.90798805,0.99156507,2.039959107,1.672289157,0.887037037,-1.72,1.01518144,1.602785871,-0.0295501484603056,1.09288599999999
"2006 SRB to SVK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5346.31083971132,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0958764865996529,1.7056799,0,0.084931763,5373054,1.31707849800132e-05,200,5600,6,14.5,74.204878,0.484777188,0.44588,990,1000,9.99999999999994,0.826900024,0.095507803,1.51889149,-0.033853862,1.379395964,0.33275292893509,-200,-3100,2,1.344827586,0.988956089,1.009905884,1.02931282,1.402020202,0.958,-43,1.180674743,1.122976797,-0.0305858044420204,0.769067926000005
"2006 SRB to SVN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5289.16189224292,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0949732268077781,1.7056799,0,0.057463969,2006868,1.96729655562797e-05,100,2500,8,27.9,78.0865854,0.489934964,0.48242,910,940,30,1.00639999,0.122768803,0.59927278,-0.006386068,3.693102386,0.222773595873792,-100,0,1.5,0.698924731,0.939794787,0.999274129,0.951349447,1.525274725,1.019148936,-14.33333333,0.970091398,2.846249583,-0.0293152653994249,2.266726519
"2006 SRB to SWE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5279.99781179526,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0948283852006346,1.7056799,0,0.046627736,9080505,4.65936021619943e-05,300,2500,5,15,80.7487805,0.496289867,0.1557,1000,1170,170,0.758199997,0.127362499,1.00042106,0.004450166,0.816206698,0.0940604948987724,-300,0,2.4,1.3,0.908810826,0.986478603,2.947655748,1.388,0.818803419,-2.529411765,1.287654942,1.704962009,-0.0291115289788254,180.8793793
"2006 SRB to CHE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5286.90879488845,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0949376157888945,1.7056799,0,0.040150076,7483934,5.90110324596663e-05,0,2500,7,18.8,81.4902439,0.489984327,0.26496,810,980,170,0.964300003,0.158538799,5.19441044116456,0.010927825,0.99033062,0.0742677613964675,0,0,1.714285714,1.037234043,0.900541738,0.999173459,1.732148249,1.713580247,0.97755102,-2.529411765,1.012444229,1,-0.0292651743954355,139.052878
"2006 SRB to UKR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5346.53432093122,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0958800188011914,1.7056799,0,0.075714208,46787786,2.39132393441314e-06,100,2500,31,30.8,68.077561,0.463340444,0.32031,1620,980,-640,0.625999985,0.139232302,6.34663206,-0.024636306,0.158408201,1.83271585058142,-100,0,0.387096774,0.633116883,1.077967025,1.056629831,1.432830695,0.856790123,0.97755102,0.671875,1.559584659,0.268753551,-0.030590772890745,0.0674620989999966
"2006 SRB to USA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2006,0.051077901,7411569,4.38261727847369e-06,5386.9332004466,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0965185377087044,1.7056799,0,0.027828106,298379912,4.63020008867085e-05,1000,2500,14,12.1,77.6878049,0.493561035,0.19901,810,1430,620,0.790100021,0.12729359769354,5.8130909,0.023249795,0.0248393699999996,0.0946528701685498,-1000,0,0.857142857,1.611570248,0.944618863,0.991932708,2.306165519,1.713580247,0.66993007,-0.693548387,1.235666304,0.293420476,-0.031488923355017,264.7617529
"2007 CHE to CAN","Switzerland","CHE","Americas",2007,0.039957222,7551117,6.49891553262915e-05,0,3044.03040877368,6,19.5,81.7414634,0.490540648,0.2647,810,990,180,1.07089996,0.1556042,0.785313802359085,0.00323904124379184,0.068686089,32889025,4.46598951473934e-05,200,3163.76192867906,11,11.5,80.5439024,0.495955442,0.19604,710,1120,410,0.695100021,0.123285599,1.81289276,-0.028728866,0.229593823,1.45520169968614,-200,-95.6332961171071,0.545454545,1.695652174,1.014868425,0.989082096,1.350234646,1.14084507,0.883928571,0.43902439,1.54064153,1,0.032318602,0.066215369
"2007 CHE to DEU","Switzerland","CHE","Europe",2007,0.039957222,7551117,6.49891553262915e-05,0,3044.03040877368,6,19.5,81.7414634,0.490540648,0.2647,810,990,180,1.07089996,0.1556042,0.750770534586812,0.00323904124379184,0.029764551,82266372,4.1640080870468e-05,-5.6843418860808e-14,3163.76192867906,6,12.4,79.5341463,0.489245014,0.23622,1010,830,-180,0.916900024,0.100622702,1.09254877,0.010192671,0.091788623,1.56073556937742,0,-95.6332961171071,1,1.572580645,1.027753075,1.002648233,1.120565574,0.801980198,1.192771084,-1,1.167957173,1,0.054981499,0.304590698
"2007 CHE to IRL","Switzerland","CHE","Europe",2007,0.039957222,7551117,6.49891553262915e-05,0,3044.03040877368,6,19.5,81.7414634,0.490540648,0.2647,810,990,180,1.07089996,0.1556042,0.849848367935643,0.00323904124379184,0.053054683,4398942,6.1396417456743e-05,100,3163.76192867906,6,11.5,79.6414634,0.498617113,0.3906,640,1620,980,0.824499969,0.132305899,1.80361458,-0.013097461,1.716575713,1.05851706041447,-100,-95.6332961171071,1,1.695652174,1.026368174,0.983802271,0.677675371,1.265625,0.611111111,0.183673469,1.298847787,1,0.023298302,0.066215369
"2007 AUT to CAN","Austria","AUT","Americas",2007,0.037274153,8295487,4.69153373997211e-05,400,3044.03040877368,5,16,80.1804878,0.486484468,0.41751,900,920,20,1.07,0.104522896,0.54127323,0.00323904124379184,0.068686089,32889025,4.46598951473934e-05,200,2500,11,11.5,80.5439024,0.495955442,0.19604,710,1120,410,0.695100021,0.123285599,1.81289276,-0.031411936,0.252226601,1.05050263205688,200,-1.77635683940025e-15,0.454545455,1.391304348,0.995487994,0.980903578,2.129718425,1.267605634,0.821428571,0.048780488,1.53934681,0.298568808,-0.018762703,0.060273737
"2007 AUT to DEU","Austria","AUT","Europe",2007,0.037274153,8295487,4.69153373997211e-05,400,3044.03040877368,5,16,80.1804878,0.486484468,0.41751,900,920,20,1.07,0.104522896,0.54127323,0.00323904124379184,0.029764551,82266372,4.1640080870468e-05,0,2500,6,12.4,79.5341463,0.489245014,0.23622,1010,830,-180,0.916900024,0.100622702,1.09254877,0.007509602,0.100836913,1.12668699049032,400,-1.77635683940025e-15,0.833333333,1.290322581,1.008126591,0.994357538,1.767462535,0.891089109,1.108433735,-0.111111111,1.166975648,0.495422488,0.003900194,0.168766463
"2007 AUT to USA","Austria","AUT","Americas",2007,0.037274153,8295487,4.69153373997211e-05,400,3044.03040877368,5,16,80.1804878,0.486484468,0.41751,900,920,20,1.07,0.104522896,0.54127323,0.00323904124379184,0.020105076,301231207,4.8050223793712e-05,1000,2500,14,12.4,77.9878049,0.493632153,0.19731,800,1430,630,0.859300003,0.1390264457994,5.69777777,0.017169077,0.027538604,0.976381246446151,-600,-1.77635683940025e-15,0.357142857,1.290322581,1.028115715,0.98552022,2.116010339,1.125,0.643356643,0.031746032,1.245199577,0.094997252,-0.0315932376552401,0.060273737
"2007 BGR to ARG","Bulgaria","BGR","Americas",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.090076509,39684303,7.24544685590169e-06,2600,3300,56,8.3,74.787,0.486166256,0.09634,774.9,1846.9,1072,0.861600037,0.151015701,5.39004049,-0.0241627,0.190134069,0.812755509741565,-800,1300,0.232142857,1.506024096,0.971604886,1.001179654,2.981316172,1.935733643,0.541447832,-0.46641791,0.618616492,0.433413646,-0.039876499,0.066266084
"2007 BGR to AUS","Bulgaria","BGR","Oceania",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.037684875,20827600,4.10237981908621e-05,1735.96930464726,2500,5,10.9,81.2926829,0.499598998,0.15178,670,1410,740,0.598699989,0.130302696,1.2191426,0.028228933,0.362275922,0.143545383713044,1800,2100,2.6,1.146788991,0.893849385,0.974260889,1.892344182,2.23880597,0.709219858,-0.675675676,0.890262238,1.91619676,-0.019163494,0.066266084
"2007 BGR to AUT","Bulgaria","BGR","Europe",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.037274153,8295487,4.69153373997211e-05,400,2500,5,16,80.1804878,0.486484468,0.41751,900,920,20,1.07,0.104522896,0.54127323,0.028639655,0.909571433,0.125519226314011,1400,2100,2.6,0.78125,0.906248098,1.000524778,0.687935618,1.666666667,1.086956522,-25,0.498130834,4.315966448,0.006616306,0.384343286
"2007 BGR to BEL","Bulgaria","BGR","Europe",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.036768811,10625700,4.43191654479234e-05,200,2500,7,18.7,79.7829268,0.490874194,0.02495,950,1170,220,0.940699997,0.136896297516962,4.2174628995859,0.029144997,0.710102676,0.132872015823342,1600,2100,1.857142857,0.668449198,0.910763963,0.991577413,11.51182365,1.578947368,0.854700855,-2.272727273,0.566599334,1,-0.0276013278066274,0.596394754
"2007 BGR to CAN","Bulgaria","BGR","Americas",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.068686089,32889025,4.46598951473934e-05,200,2500,11,11.5,80.5439024,0.495955442,0.19604,710,1120,410,0.695100021,0.123285599,1.81289276,-0.00277228,0.229418111,0.131858277616612,1600,2100,1.181818182,1.086956522,0.902159101,0.981418334,1.465109161,2.112676056,0.892857143,-1.219512195,0.76679611,1.288612957,-0.012146397,21.45695793
"2007 BGR to CZE","Bulgaria","BGR","Europe",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.055703389,10298828,1.84665479314734e-05,100,2500,5,14.1,76.7243902,0.488535544,0.26537,1020,1110,90,0.855199966,0.095135603,1.21650566,0.01021042,0.732640452,0.318888883538287,1700,2100,2.6,0.886524823,0.947070604,0.996324156,1.082337868,1.470588235,0.900900901,-5.555555556,0.62324604,1.920350375,0.016003599,0.331330419
"2007 BGR to FIN","Bulgaria","BGR","Europe",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.052993365,5288720,4.84763927377513e-05,100,2500,4,19.7,79.2634146,0.489967705,0.16832,930,1110,180,1.08480003,0.1214995,2.43500013,0.012920443,1.426685096,0.121477208185251,1700,2100,3.25,0.634517766,0.916733337,0.993411931,1.706392586,1.612903226,0.900900901,-2.777777778,0.491334787,0.959390955,-0.010360298,0.132532168
"2007 BGR to FRA","Bulgaria","BGR","Europe",2007,0.065913808,7545338,5.8887768526738e-06,1800,4600,13,12.5,72.6634146,0.486739764,0.28722,1500,1000,-500,0.532999992,0.111139202,2.3361171,0.00323904124379184,0.024247362,64016227,4.15612005062404e-05,0,2500,9,17.9,81.1121951,0.484141317,0.22379,830,1280,450,0.926600037,0.13791892385892,1.60499818,0.041666446,0.117866022,0.141689286665086,1800,2100,1.444444444,0.698324022,0.895838345,1.005367125,1.283435364,1.807228916,0.78125,-1.111111111,0.575221207,1.455526323,-0.03050204235962,1.073510557
